SpeciesUId,Class,Order,Name,ScientificName,Icon,Notes,Level,RedData
4008,Mammals,Carnivores: Cats,Large-spotted / Cape Genet,Genetta tigrina,4008.jpg,"The large spotted genet can be differentiated from other genets, especially the small spotted genet, by their very distinct large spots but also by their lack of long black crested hair along the spine. The Cape genet has a long thin body and tail but has short legs.",1,N
4009,Mammals,Carnivores: Cats,Rusty-Spotted Genet,Genetta maculata,4009.jpg,"This mammal can be up to 3.2 kg and large white or greyish white with rust colored spots , rings and stripes . The tail is dark with white rings . Of the shoulders , all in the spine to the tail base , is a strip of dark hair . There are white patches under the eyes and the cheeks are white ; It is separated by dark brown stripes from the corners of the eyes . The ears are round and straight . The tails ending in a black tip , and the chin is white . There are no differences between the sexes .",1,N
4010,Mammals,Carnivores: Cats,Small-Spotted Genet,Genetta genetta,4010.jpg,"This feline-looking animal, has a pale grey and black spotted coat, with a long striped tail. Juveniles are darker grey ",1,N
4011,Mammals,Carnivores: Cats,Striped Polecat,Ictonyx striatus,4011.jpg,"Generally they are black on the underside, white on the tail, with stripes running from their heads down their backs and on their cheeks. The legs and feet are black. Striped polecats are about 60–70 cm in length, including their tails, and 10–15 cm tall to the shoulders on average.",1,N
4020,Mammals,Carnivores: Dog like,Aardwolf,Proteles cristatus,4020.jpg,"The aardwolf resembles a very thin striped hyena, but with a more slender muzzle, black vertical stripes on a coat of yellowish fur, and a long, distinct mane down the midline of the neck and back. They also have one or two diagonal stripes down the fore and hindquarters, along with several stripes on its legs. Its lower leg (from the knee down) is all black, and its tail is bushy with a black tip.",1,N
4021,Mammals,Carnivores: Dog like,Bat-eared fox,Otocyon megalotis ,4021.jpg,"The bat-eared fox has tawny fur with large, black ears, and blank on its legs and parts of the pointed face. It averages 55 cm in length, with ears 13 cm long.  ",1,N
4022,Mammals,Carnivores: Dog like,Black-backed Jackal,Canis mesomelas,4022.jpg,It is a fox-like canid with a reddish coat and a black saddle that extends from the shoulders to the base of the tail. ,1,N
4023,Mammals,Carnivores: Dog like,Side-Striped Jackal,Canis adustus,4023.jpg,"The side-striped jackal is a medium-sized canid, which tends to be slightly larger on average than theblack-backed jackal.  Its pelt is coloured buff-grey. The back is darker grey than the underside, and the tail is black with a white tip. Indistinct white stripes are present on the flanks, running from elbow to hip. ",1,N
4024,Mammals,Carnivores: Dog like,Cape Fox,Vulpes chama,4024.jpg,This is a small fox. It has black or silver gray fur with flanks and underside in light yellow. The tip of its tail is always black.,1,N
4025,Mammals,Carnivores: Dog like,Brown Hyaena,Parahyaena brunnea,4025.jpg,"The coat is long and shaggy, particularly on the tail and back. The general fur color is dark brown, while the head is gray, the upper body tawny and the legs grey with dark horizontal stripes. Erectile hairs 305 mm in length cover the neck and back. ",1,N
4026,Mammals,Carnivores: Dog like,Spotted Hyaena,Crocuta crocuta,4026.jpg,"The spotted hyena has a strong and well developed neck and forequarters, but relatively underdeveloped hindquarters. The rump is rounded rather than angular, which prevents attackers coming from behind from getting a firm grip on it. The head is wide and flat with a blunt muzzle and broad nose. In contrast to the striped hyena, the ears of the spotted hyena are rounded rather thaIt has a less prominent mane and a distinctive spotted pelt.n pointed.  ",1,N
4027,Mammals,Carnivores: Dog like,Wild Dog,Lycaon pictus,4027.jpg,"The African wild dog is comparatively lean and tall, with outsized ears. Colour variation is extreme, and may serve in visual identification, being brightly coloured, sporting a mix of brown, black and white coats.",1,N
4040,Mammals,Weasels,Banded Mongoose,Mungos mungo,4040.jpg,"The banded mongoose is a sturdy mongoose with a large head, small ears, short, muscular limbs and a long tail, almost as long as the rest of the body. The abdominal part of the body is higher and rounder than the breast area. The rough fur is grayish brown, and there are several dark brown to black horizontal bars across the back. The limbs and snout are darker, while the underparts are lighter than the rest of the body. ",1,N
4041,Mammals,Weasels,Dwarf Mongoose,Helogale parvula,4041.jpg,"The common dwarf mongoose is a typical mongoose: it has a large pointed head, small ears, a long tail, short limbs, and long claws. The species can be distinguished from other mongooses by its size. It is much smaller than most other species (18 to 28 cm, 210 to 350 grams); in fact, it is Africa's smallest carnivore. The soft fur is very variable in color, ranging from yellowish red to very dark brown.",1,N
4042,Mammals,Weasels,Selous' Mongoose,Paracynictis selousi,4042.jpg,It is tawny grey in colour. ,1,N
4043,Mammals,Weasels,Slender Mongoose,Galerella sanguinea,4043.jpg,"As the name suggests, the slender mongoose has a lithe body. The color of their fur varies widely between subspecies, from a dark reddish-brown to an orange red, grey, or even yellow, but these mongooses can be distinguished from other mongooses due to the prominent black or red tip on their tails. They also have silkier fur than the other African members of their family.",1,N
4044,Mammals,Weasels,Yellow Mongoose / Red Meerkats,Cynictus penicillata ,4044.jpg,"Red Meerkats in the south of their distribution area are generally larger with a tan coat , while those in the north are smaller , with a gray - yellow fur. The southern subspecies 's fur varies also from season to season. The southern species have longer hair , with long tails with white tip ; the northern subspecies has shorter hair and a shorter tail , without a white tip . The average length of an adult , Southern Yellow mongoose is 65 cm ",1,N
4045,Mammals,Weasels,Marsh / Water Mongoose,Atilax paludinosus,4045.jpg,"The marsh mongoose is a medium-sized mammal, but a large mongoose. The marsh mongoose's dark brown fur, with black-tipped guard hair, is long and coarse on the body.",1,N
4046,Mammals,Weasels,White-Tailed Mongoose,Ichneumia albicauda,4046.jpg,"Its legs are relatively long for a mongoose. The head is very long and narrow and tapers to a point. Its large, rounded ears are set low on the sides of the head. It has a yellow to tan coloration on its body, with long black guard hairs, giving it an overall grizzled grey appearance. The legs and arms are black from the elbow/knee down. The base of the large, bushy tail is brownish yellow, and is white on the latter half.  ",1,N
4047,Mammals,Weasels,Striped / Snake Weasel,Poecilogale albinucha,4047.jpg,"The African striped weasel is one of the smallest mammalian carnivores in Africa, and has an elongated body and short legs. The fur is mostly black, with four white to pale yellowish bands running down the back, a white patch on the top of the head, and a white tail",1,N
4048,Mammals,Weasels,Cape Clawless Otter,Aonyx capensis,4048.jpg,"African clawless otters have thick, smooth fur with almost silky underbellies. Chestnut in color, they are characterized by white facial markings that extend downward towards their throat and chest areas. Paws are partially webbed with five fingers, and no opposable thumbs. All lack claws except for digits 2, 3, and 4 of the hind feet.  ",1,N
4049,Mammals,Weasels,Spotted-Necked Otter,Lutra maculicolis,4049.jpg,"The spotted-necked otter is a smallish species. The tail is long and muscular. Like many other otters, it is sleek and has webbed paws for swimming. Although there is considerable variation among individuals, the fur is usually reddish to chocolate brown and marked with creamy or white blotches over the chest and throat. The head is broad with a short muzzle, small rounded ears and a hairless nose pad.",1,N
4050,Mammals,Weasels,Honey Badger,Mellivora capensis ,4050.jpg,"The honey badger has a fairly long body, but is distinctly thick-set and broad across the back. Its skin is remarkably loose, and allows it to turn and twist freely within it. The head is small and flat, with a short muzzle. The eyes are small, and the ears are little more than ridges on the skin. The honey badger has short and sturdy legs. The sides of the heads and lower body are pure black in colour. A large white band covers their upper bodies, beginning from the top of their heads down to the base of their tails.",1,N
4051,Mammals,Weasels,Suricate / Meerkat,Suricata suricatta,4051.jpg,"The meerkat is a small diurnal mongoose. Its long slender body and limbs give it a body length of 35 to 50 centimetres, and an added tail length of around 25 centimetres. Its face tapers, coming to a point at the nose, which is brown. The eyes always have black patches around them, and they have small black crescent-shaped ears. The coat is usually peppered gray, tan, or brown with silver.[13] They have short parallel stripes across their backs, extending from the base of the tail to the shoulders. The patterns of stripes are unique to each meerkat. The underside of the meerkat has no markings, but the belly has a patch which is only sparsely covered with hair and shows the black skin underneath. ",1,N
4060,Mammals,Thick Skinned Mammals,African Elephant,Loxodonta africana,4060.jpg,"African bush elephants are the largest living terrestrial animals, being up to 3.96 m tall at the shoulders. The most characteristic features of African elephants are their very large ears, which they use to radiate excess heat,[7] and their trunk, an extension of the upper lip and nose with two opposing extensions at its end, different from the Asian elephant, which only has one. African elephants also have bigger tusks, large modified incisors that grow throughout an elephant's lifetime.",1,N
4061,Mammals,Thick Skinned Mammals,Cape Buffalo,Syncerus caffer ,4061.jpg,"The African buffalo is a very robust species. It has a long but stocky body and short but thickset legs, resulting in a relatively short standing height. buffaloes have black or dark brown coats with age. The horns of African buffalo are very peculiar.",1,N
